SAP_Table,BQ_Table,SAP_Field,Key_Field,SAP_Type,Length,Type_Kind,Ext_Element,Temp_Field,Values,Ext_Field_Name,Field_Description
stpo,bom_item_data,FSH_CRITICAL_LEVEL,,DEC,2,P,BAPICUREXT,critical_lvl,,critical_lvl,Crtical Level of a Component in BoM
stpo,bom_item_data,FUNCID,,CHAR,40,C,STRING,function_id,,function_id,Function Identifier
t001,company_codes,MANDT,X,CLNT,3,C,STRING,client,@GO@,client,Client
t001,company_codes,BUKRS,X,CHAR,4,C,STRING,company_code,@GO@,company_code,Company Code
t001,company_codes,BUTXT,,CHAR,25,C,STRING,company_name,,company_name,Name of Company Code or Company
t001,company_codes,ORT01,,CHAR,25,C,STRING,city,,city,City
t001,company_codes,LAND1,,CHAR,3,C,STRING,country,@GO@,country,Country Key
t001,company_codes,WAERS,,CUKY,5,C,STRING,currency,@GO@,currency,Currency Key
t001,company_codes,SPRAS,,LANG,1,C,STRING,language_key,@GO@,language_key,Language Key
t001,company_codes,KTOPL,,CHAR,4,C,STRING,chart_of_accts,@GO@,chart_of_accts,Chart of Accounts
t001,company_codes,WAABW,,NUMC,2,N,STRING,max_exch_rate_dev,,max_exch_rate_dev,Maximum exchange rate deviation in percent
t001,company_codes,PERIV,,CHAR,2,C,STRING,fi_year_variant,@GO@,fi_year_variant,Fiscal Year Variant
t001,company_codes,KOKFI,,CHAR,1,C,STRING,cocd_co_area,,cocd_co_area,Allocation Indicator
t001,company_codes,RCOMP,,CHAR,6,C,STRING,company,,company,Company
t001,company_codes,ADRNR,,CHAR,10,C,STRING,address,,address,Address
t001,company_codes,STCEG,,CHAR,20,C,STRING,vat_reg_no,@GO@,vat_reg_no,VAT Registration Number
t001,company_codes,FIKRS,,CHAR,4,C,STRING,fm_area,@GO@,fm_area,Financial Management Area
t001,company_codes,XFMCO,,CHAR,1,C,STRING,project_cm_active,,project_cm_active,Indicator: Project Cash Management active?
t001,company_codes,XFMCB,,CHAR,1,C,STRING,cbm_active,,cbm_active,Indicator: Cash Budget Management Active
t001,company_codes,XFMCA,,CHAR,1,C,STRING,update_fm,,update_fm,Activate Update in Funds Management
t001,company_codes,TXJCD,,CHAR,15,C,STRING,jurisdict_code,@GO@,jurisdict_code,Jurisdiction for tax calculation - tax jurisdiction code
t001,company_codes,FMHRDATE,,DATS,8,D,DATUM,fundsctr_in_hr,,fundsctr_in_hr,Funds center can be assigned to an account in HR from
t001,company_codes,XTEMPLT,,CHAR,1,C,STRING,template,,template,Company code is a template
t001,company_codes,BUVAR,,CHAR,1,C,STRING,screen_variant,,screen_variant,Company Code Variant (Screen)
t001,company_codes,FDBUK,,CHAR,4,C,STRING,cash_mgmnt_comp_code,,cash_mgmnt_comp_code,Cash Management and Forecast Company Code
t001,company_codes,XFDIS,,CHAR,1,C,STRING,cm_activated,,cm_activated,Indicator: Cash Management Activated?
t001,company_codes,XVALV,,CHAR,1,C,STRING,propose_value_date,,propose_value_date,Indicator: Propose Current Date As Value Date?
t001,company_codes,XSKFN,,CHAR,1,C,STRING,net_discount_base,,net_discount_base,Indicator: Discount base amount is the net value
t001,company_codes,KKBER,,CHAR,4,C,STRING,cred_contr_area,@GO@,cred_contr_area,Credit control area
t001,company_codes,XMWSN,,CHAR,1,C,STRING,net_tax_base,,net_tax_base,Indicator: Base amount for tax is net of discount ?
t001,company_codes,MREGL,,CHAR,4,C,STRING,sample_acct_rules,,sample_acct_rules,Rules for Copying from the Sample Account for G/L Accounts
t001,company_codes,XGSBE,,CHAR,1,C,STRING,business_area_fs,,business_area_fs,Indicator: Business Area Financial Statements Required?
t001,company_codes,XGJRV,,CHAR,1,C,STRING,propose_fiscal_year,,propose_fiscal_year,Indicator: Propose Fiscal Year?
t001,company_codes,XKDFT,,CHAR,1,C,STRING,indicator_post_translations_f,,indicator_post_translations_f,Indicator: Post Translations for Exchange Rate Differences?
t001,company_codes,XPROD,,CHAR,1,C,STRING,productive,,productive,Indicator: Productive Company Code?
t001,company_codes,XEINK,,CHAR,1,C,STRING,purchase_acct,,purchase_acct,Indicator: Purchase Account Processing Is Active
t001,company_codes,XJVAA,,CHAR,1,C,STRING,jva_active,,jva_active,Indicator: JVA Active
t001,company_codes,XVVWA,,CHAR,1,C,STRING,fin_asset_man_active,,fin_asset_man_active,Indicator: Financial Assets Management Active
t001,company_codes,XSLTA,,CHAR,1,C,STRING,indicator_no_exchange_rate_di,,indicator_no_exchange_rate_di,Indicator: No Exchange Rate Difference When Clearing in LC
t001,company_codes,XFDMM,,CHAR,1,C,STRING,update_mm_in_cmf,,update_mm_in_cmf,Indicator: Updating MM in Cash Mgmt/Forecast Activated?
t001,company_codes,XFDSD,,CHAR,1,C,STRING,update_sd_in_cmf,,update_sd_in_cmf,Indicator: Updating SD in Cash Mgmt/Forecast Activated?
t001,company_codes,XEXTB,,CHAR,1,C,STRING,external_cocode,,external_cocode,Indicator: Company Code Is in Another System
t001,company_codes,EBUKR,,CHAR,4,C,STRING,original_key,,original_key,Original Key of the Company Code
t001,company_codes,KTOP2,,CHAR,4,C,STRING,cntry_chrt_acts,@GO@,cntry_chrt_acts,Chart of Accounts According to Country Legislation
t001,company_codes,UMKRS,,CHAR,4,C,STRING,tax_group,,tax_group,Sales/Purchases Tax Group
t001,company_codes,BUKRS_GLOB,,CHAR,6,C,STRING,global_cocde,,global_cocde,Name of global company code
t001,company_codes,FSTVA,,CHAR,4,C,STRING,fld_stat_var,,fld_stat_var,Field Status Variant
t001,company_codes,OPVAR,,CHAR,4,C,STRING,pstg_per_var,,pstg_per_var,Posting Period Variant
t001,company_codes,XCOVR,,CHAR,1,C,STRING,hedgereq_active,,hedgereq_active,Indicator: hedge request active
t001,company_codes,TXKRS,,CHAR,1,C,STRING,tx_crcy_transl,,tx_crcy_transl,Foreign Currency Translation for Tax Items
t001,company_codes,WFVAR,,CHAR,4,C,STRING,workflow_var,,workflow_var,Workflow Variant
t001,company_codes,XBBBF,,CHAR,1,C,STRING,inventory_mgmt,,inventory_mgmt,G/L account authorization check in inventory management
t001,company_codes,XBBBE,,CHAR,1,C,STRING,po_sched_agmt,,po_sched_agmt,G/L account authorization check in PO/scheduling agreement
t001,company_codes,XBBBA,,CHAR,1,C,STRING,requisition,,requisition,G/L account authorization check in purchase requisitions
t001,company_codes,XBBKO,,CHAR,1,C,STRING,contract,,contract,G/L account authorization check in contracts
t001,company_codes,XSTDT,,CHAR,1,C,STRING,indicator_document_date_as_th,,indicator_document_date_as_th,Indicator: Document Date As the Basis for Tax Determination
t001,company_codes,MWSKV,,CHAR,2,C,STRING,input_tax_code,,input_tax_code,Input Tax Code for Non-Taxable Transactions
t001,company_codes,MWSKA,,CHAR,2,C,STRING,output_tax_code,,output_tax_code,Output Tax Code for Non-Taxable Transactions
t001,company_codes,IMPDA,,CHAR,1,C,STRING,imp_data_in_po,,imp_data_in_po,Foreign Trade: Import Data Control in MM Purchase Orders
t001,company_codes,XNEGP,,CHAR,1,C,STRING,indicator_negative_postings_p,@GO@,indicator_negative_postings_p,Indicator: Negative Postings Permitted
t001,company_codes,XKKBI,,CHAR,1,C,STRING,enter_control_area,,enter_control_area,Indicator: Can Credit Control Area Be Overwritten?
t001,company_codes,WT_NEWWT,,CHAR,1,C,STRING,extended_wtax_active,,extended_wtax_active,Indicator: Extended Withholding Tax Active
t001,company_codes,PP_PDATE,,CHAR,1,C,STRING,parking_pst_date,,parking_pst_date,Procedure for Setting the Posting Date
t001,company_codes,INFMT,,CHAR,4,C,STRING,method,,method,Inflation Method
t001,company_codes,FSTVARE,,CHAR,4,C,STRING,fldstatusvar,,fldstatusvar,Funds Reservation Field Status Variant
t001,company_codes,KOPIM,,CHAR,1,C,STRING,copying_ctrl_gr,,copying_ctrl_gr,Foreign trade: Import data copying control for GR
t001,company_codes,DKWEG,,CHAR,1,C,STRING,import_data_gr,,import_data_gr,Foreign Trade: Screen ctrl of imp.data f. MM-goods rececipt
t001,company_codes,OFFSACCT,,NUMC,1,N,STRING,offsetting_acct,,offsetting_acct,Method for Offsetting Account Determination
t001,company_codes,BAPOVAR,,CHAR,2,C,STRING,ba_variant,,ba_variant,Additional settings variant for bus.area financial statemnts
t001,company_codes,XCOS,,CHAR,1,C,STRING,cos_status,,cos_status,Cost of Sales Accounting Status
t001,company_codes,XCESSION,,CHAR,1,C,STRING,accts_recble_pledg,,accts_recble_pledg,Accounts Receivable Pledging Active
t001,company_codes,XSPLT,,CHAR,1,C,STRING,amount_split_to,,amount_split_to,Enable Amount Split
t001,company_codes,SURCCM,,CHAR,1,C,STRING,surcharges,,surcharges,Surcharge Calculation Method
t001,company_codes,DTPROV,,CHAR,2,C,STRING,doc_type,,doc_type,Document Type for Provisions for Taxes on Services Received
t001,company_codes,DTAMTC,,CHAR,2,C,STRING,doc_type_1,,doc_type_1,Document Type for Journal Voucher (Amount Correction)
t001,company_codes,DTTAXC,,CHAR,2,C,STRING,document_type,,document_type,Document Type for Journal Voucher (Tax Code Correction)
t001,company_codes,DTTDSP,,CHAR,2,C,STRING,rc_doc_type,,rc_doc_type,Document Type for Remittance Challans
t001,company_codes,DTAXR,,CHAR,4,C,STRING,def_tax_rule,,def_tax_rule,Deferred Tax Rule
t001,company_codes,XVATDATE,,CHAR,1,C,STRING,tax_date,,tax_date,Tax Reporting Date Active in Documents
t001,company_codes,PST_PER_VAR,,CHAR,1,C,STRING,manage_postg_period,,manage_postg_period,Manage Variant of Posting Period for Company Code/Ledger
t001,company_codes,XBBSC,,CHAR,1,C,STRING,shopping_cart,,shopping_cart,G/L account authorization check in shopping cart
t001,company_codes,F_OBSOLETE,,CHAR,1,C,STRING,hide_entry,,hide_entry,Hide Entry in Value Help
t001,company_codes,FM_DERIVE_ACC,,CHAR,1,C,STRING,activ_aadrivton,,activ_aadrivton,Activate Account Assignment Derivation in Funds Management
t001k,valuation_area_details,MANDT,X,CLNT,3,C,STRING,client,@GO@,client,Client
t001k,valuation_area_details,BWKEY,X,CHAR,4,C,STRING,valuation_area,@GO@,valuation_area,Valuation area
t001k,valuation_area_details,BUKRS,,CHAR,4,C,STRING,company_code,@GO@,company_code,Company Code
t001k,valuation_area_details,BWMOD,,CHAR,4,C,STRING,val_grpg_code,,val_grpg_code,Valuation Grouping Code
t001k,valuation_area_details,XBKNG,,CHAR,1,C,STRING,negative_stocks,,negative_stocks,Negative stocks in valuation area allowed
t001k,valuation_area_details,MLBWA,,CHAR,1,C,STRING,ml_act,,ml_act,Material Ledger Activated in Valuation Area
t001k,valuation_area_details,MLBWV,,CHAR,1,C,STRING,ml_comp,,ml_comp,Material Ledger Activated in Valuation Area (Compulsory)
t001k,valuation_area_details,XVKBW,,CHAR,1,C,STRING,salespr_valuat,,salespr_valuat,Sales price valuation active
t001k,valuation_area_details,ERKLAERKOM,,CHAR,1,C,STRING,explanation_facility,,explanation_facility,Explanation Facility for Material Ledger Active/Inactive
t001k,valuation_area_details,UPROF,,CHAR,4,C,STRING,rev_profile,,rev_profile,Retail revalution profile
t001k,valuation_area_details,WBPRO,,CHAR,4,C,STRING,profile_vim,,profile_vim,Profile for value-based inventory management
t001k,valuation_area_details,MLAST,,CHAR,1,C,STRING,price_determ,@GO@,price_determ,Material Price Determination: Control
t001k,valuation_area_details,MLASV,,CHAR,1,C,STRING,price_determ_binding,,price_determ_binding,Price Determination Is Binding in Valuation Area
t001k,valuation_area_details,BDIFP,,DEC,5,P,BAPICUREXT,stock_corr_tol,,stock_corr_tol,Stock correction tolerance
t001k,valuation_area_details,XLBPD,,CHAR,1,C,STRING,prdiff_gr_sc,,prdiff_gr_sc,Price difference posting in GR for subcontract oder
t001k,valuation_area_details,XEWRX,,CHAR,1,C,STRING,post_recpt_val,,post_recpt_val,Post purchase account with receipt value
t001k,valuation_area_details,X2FDO,,CHAR,1,C,STRING,two_documents,,two_documents,Two FI documents with purchase account
t001k,valuation_area_details,PRSFR,,CHAR,1,C,STRING,price_release,,price_release,Price Release
t001k,valuation_area_details,MLCCS,,CHAR,1,C,STRING,actcstcmpsplit,,actcstcmpsplit,Active Actual Cost Component Split
t001k,valuation_area_details,XEFRE,,CHAR,1,C,STRING,delivery_costs,,delivery_costs,Del. costs to price diff. acct when purch. acct active
t001k,valuation_area_details,EFREJ,,NUMC,4,N,STRING,from_year,,from_year,Start of validity period f. del. costs in price diff. acct
t001k,valuation_area_details,__FMP__PRSFR,,CHAR,1,C,STRING,price_release,,price_release_1,Price Release Flexible Material Prices
t001k,valuation_area_details,__FMP__PRFRGR,,CHAR,4,C,STRING,price_release_group,,price_release_group,Price Release Group
t001l,storage_location_details,MANDT,X,CLNT,3,C,STRING,client,@GO@,client,Client
t001l,storage_location_details,WERKS,X,CHAR,4,C,STRING,plant,@GO@,plant,Plant
t001l,storage_location_details,LGORT,X,CHAR,4,C,STRING,stor_loc,@GO@,stor_loc,Storage location
t001l,storage_location_details,LGOBE,,CHAR,16,C,STRING,description,,description,Description of Storage Location
t001l,storage_location_details,SPART,,CHAR,2,C,STRING,division,@GO@,division,Division
t001l,storage_location_details,XLONG,,CHAR,1,C,STRING,neg_stocks_sloc,,neg_stocks_sloc,Negative stocks allowed in storage location
t001l,storage_location_details,XBUFX,,CHAR,1,C,STRING,frzbookinv_sloc,,frzbookinv_sloc,Freezing book inventory bal. allowed in stor. loc.
t001l,storage_location_details,DISKZ,,CHAR,1,C,STRING,mrp_ind,,mrp_ind,Storage location MRP indicator
t001l,storage_location_details,XBLGO,,CHAR,1,C,STRING,authorization,,authorization,Storage location authorization for goods movements active
t001l,storage_location_details,XRESS,,CHAR,1,C,STRING,stor_resource,,stor_resource,Storage Location is Assigned to Resource (Storage Resource)
t001l,storage_location_details,XHUPF,,CHAR,1,C,STRING,hu_reqmnt,,hu_reqmnt,Handling unit requirement
t001l,storage_location_details,PARLG,,CHAR,4,C,STRING,partner_storloc,,partner_storloc,Partner storage location of the handling unit
t001l,storage_location_details,VKORG,,CHAR,4,C,STRING,sales_org,@GO@,sales_org,Sales Organization
t001l,storage_location_details,VTWEG,,CHAR,2,C,STRING,distr_channel,@GO@,distr_channel,Distribution Channel
t001l,storage_location_details,VSTEL,,CHAR,4,C,STRING,shipping_point,@GO@,shipping_point,Shipping Point / Receiving Point
t001l,storage_location_details,LIFNR,,CHAR,10,C,STRING,vendor,@GO@,vendor,Vendors account number
t001l,storage_location_details,KUNNR,,CHAR,10,C,STRING,customer,@GO@,customer,Account number of customer
t001l,storage_location_details,MESBS,,CHAR,60,C,STRING,business_system,,business_system,Business System of MES
t001l,storage_location_details,MESST,,CHAR,1,C,STRING,inv_mnngmt_type,,inv_mnngmt_type,Type of inventory management for production storage location
t001l,storage_location_details,OIH_LICNO,,CHAR,15,C,STRING,license_number,,license_number,License number for untaxed stock
t001l,storage_location_details,OIG_ITRFL,,CHAR,1,C,STRING,in_transit,,in_transit,TD in-transit flag
t001l,storage_location_details,OIB_TNKASSIGN,,CHAR,1,C,STRING,tank_assn,,tank_assn,Silo Managament: Tank assignment indicator
t001w,plant_details,MANDT,X,CLNT,3,C,STRING,client,@GO@,client,Client
t001w,plant_details,WERKS,X,CHAR,4,C,STRING,plant,@GO@,plant,Plant
t001w,plant_details,NAME1,,CHAR,30,C,STRING,name_1,,name_1,Name
t001w,plant_details,BWKEY,,CHAR,4,C,STRING,valuation_area,@GO@,valuation_area,Valuation area
t001w,plant_details,KUNNR,,CHAR,10,C,STRING,customernoplant,@GO@,customernoplant,Customer Number of Plant
t001w,plant_details,LIFNR,,CHAR,10,C,STRING,sppl_no_plnt,@GO@,sppl_no_plnt,Supplier Number of Plant
t001w,plant_details,FABKL,,CHAR,2,C,STRING,factory_calend,,factory_calend,Factory calendar key
t001w,plant_details,NAME2,,CHAR,30,C,STRING,name_2,,name_2,Name 2
t001w,plant_details,STRAS,,CHAR,30,C,STRING,street_house,,street_house,Street and House Number
t001w,plant_details,PFACH,,CHAR,10,C,STRING,po_box,,po_box,PO Box
t001w,plant_details,PSTLZ,,CHAR,10,C,STRING,postal_code,,postal_code,Postal Code
t001w,plant_details,ORT01,,CHAR,25,C,STRING,city,@GO@,city,City
t001w,plant_details,EKORG,,CHAR,4,C,STRING,purchasing_org,,purchasing_org,Purchasing organization
t001w,plant_details,VKORG,,CHAR,4,C,STRING,sales_org_icb,@GO@,sales_org_icb,Sales Organization for Intercompany Billing
t001w,plant_details,CHAZV,,CHAR,1,C,STRING,batch_stat_mgmt,,batch_stat_mgmt,Indicator: batch status management active
t001w,plant_details,KKOWK,,CHAR,1,C,STRING,cond_plnt_level,,cond_plnt_level,Indicator: Conditions at plant level
t001w,plant_details,KORDB,,CHAR,1,C,STRING,source_list,,source_list,Indicator: Source list requirement
t001w,plant_details,BEDPL,,CHAR,1,C,STRING,reqmts_planning,,reqmts_planning,Activating requirements planning
t001w,plant_details,LAND1,,CHAR,3,C,STRING,country,@GO@,country,Country Key
t001w,plant_details,REGIO,,CHAR,3,C,STRING,region,,region,"Region (State, Province, County)"
t001w,plant_details,COUNC,,CHAR,3,C,STRING,county_code,,county_code,County Code
t001w,plant_details,CITYC,,CHAR,4,C,STRING,city_code,,city_code,City Code
t001w,plant_details,ADRNR,,CHAR,10,C,STRING,address,@GO@,address,Address
t001w,plant_details,IWERK,,CHAR,4,C,STRING,planning_plant,,planning_plant,Maintenance Planning Plant
t001w,plant_details,TXJCD,,CHAR,15,C,STRING,tax_jur,@GO@,tax_jur,Tax Jurisdiction
t001w,plant_details,VTWEG,,CHAR,2,C,STRING,distrib_channel,@GO@,distrib_channel,Distribution channel for intercompany billing
t001w,plant_details,SPART,,CHAR,2,C,STRING,div_iv,@GO@,div_iv,Division for intercompany billing
t001w,plant_details,SPRAS,,LANG,1,C,STRING,language_key,@GO@,language_key,Language Key
t001w,plant_details,WKSOP,,CHAR,1,C,STRING,sop_plant,,sop_plant,SOP plant
t001w,plant_details,AWSLS,,CHAR,6,C,STRING,variance_key,,variance_key,Variance Key
t001w,plant_details,CHAZV_OLD,,CHAR,1,C,STRING,batch_stat_mgmt,,batch_stat_mgmt_1,Indicator: batch status management active
t001w,plant_details,VLFKZ,,CHAR,1,C,STRING,plant_cat,,plant_cat,Plant category
t001w,plant_details,BZIRK,,CHAR,6,C,STRING,sales_district,@GO@,sales_district,Sales District
t001w,plant_details,ZONE1,,CHAR,10,C,STRING,supply_region,,supply_region,Supply region (region supplied)
t001w,plant_details,TAXIW,,CHAR,1,C,STRING,tax_ind_plant,,tax_ind_plant,Tax Indicator: Plant (Purchasing)
t001w,plant_details,BZQHL,,CHAR,1,C,STRING,reg_supplier,,reg_supplier,Take Regular Supplier into Account
t001w,plant_details,LET01,,DEC,3,P,BAPICUREXT,st_rem_exped,,st_rem_exped,Number of Days for First Reminder/Expediter
t001w,plant_details,LET02,,DEC,3,P,BAPICUREXT,nd_rem_exped,,nd_rem_exped,Number of Days for Second Reminder/Expediter
t001w,plant_details,LET03,,DEC,3,P,BAPICUREXT,rd_rem_exped,,rd_rem_exped,Number of Days for Third Reminder/Expediter
t001w,plant_details,TXNAM_MA1,,CHAR,16,C,STRING,text_1st_dunn,,text_1st_dunn,Text name of 1st dunning of vendor declarations
t001w,plant_details,TXNAM_MA2,,CHAR,16,C,STRING,text_2nd_dunn,,text_2nd_dunn,Text name of the 2nd dunning of vendor declarations
t001w,plant_details,TXNAM_MA3,,CHAR,16,C,STRING,text_3rd_dunn,,text_3rd_dunn,Text name of 3rd dunning of vendor declarations
t001w,plant_details,BETOL,,NUMC,3,N,STRING,po_tolerance,,po_tolerance,Number of days for PO tolerance - Compress info records - SU
t001w,plant_details,J_1BBRANCH,,CHAR,4,C,STRING,business_place,,business_place,Business Place
t001w,plant_details,VTBFI,,CHAR,2,C,STRING,sales_area_det,,sales_area_det,Rule for determining the sales area for stock transfers
t001w,plant_details,FPRFW,,CHAR,3,C,STRING,distr_profile,,distr_profile,Distribution profile at plant level
t001w,plant_details,ACHVM,,CHAR,1,C,STRING,archiving_flag,,archiving_flag,Central archiving marker for master record
t001w,plant_details,DVSART,,CHAR,1,C,STRING,dms_type,,dms_type,Batch Record: Type of DMS Used
t001w,plant_details,NODETYPE,,CHAR,3,C,STRING,node_type_scn,,node_type_scn,Node type: supply chain network
t001w,plant_details,NSCHEMA,,CHAR,4,C,STRING,naming_struct,,naming_struct,Structure for Name Formation
t001w,plant_details,PKOSA,,CHAR,1,C,STRING,cost_object,,cost_object,Cost Object Controlling Linking Active
t001w,plant_details,MISCH,,CHAR,1,C,STRING,mixed_costing,,mixed_costing,Updating Is Active for Mixed Costing
t001w,plant_details,MGVUPD,,CHAR,1,C,STRING,act_costing,,act_costing,Updating Is Active in Actual Costing
t001w,plant_details,VSTEL,,CHAR,4,C,STRING,shipping_point,@GO@,shipping_point,Shipping Point / Receiving Point
t001w,plant_details,MGVLAUPD,,CHAR,1,C,STRING,actual_activities,,actual_activities,Update of Activity Consumption in the Quantity Structure
t001w,plant_details,MGVLAREVAL,,CHAR,1,C,STRING,cctr_credit_cont,,cctr_credit_cont,Control of Credit of Cost Centers
t001w,plant_details,SOURCING,,CHAR,1,C,STRING,afsd_via_atp,,afsd_via_atp,Invoke Added-Function Source Determination via ATP
t001w,plant_details,NO_DEFAULT_BATCH_MANAGEMENT,,CHAR,1,C,STRING,no_batch_management,,no_batch_management,Batch Management Not Active by Default
t001w,plant_details,FSH_MG_ARUN_REQ,,CHAR,1,C,STRING,arun,,arun,Supply Assignment (ARun)
t001w,plant_details,FSH_SEAIM,,CHAR,1,C,STRING,season_act_im,@GO@,season_act_im,Indicator: Season Active in Inventory Management
t001w,plant_details,FSH_BOM_MAINTENANCE,,CHAR,1,C,STRING,control_data_for_bom,,control_data_for_bom,Control data for Fashion BOM Maintenance
t001w,plant_details,FSH_GROUP_PR,,CHAR,1,C,STRING,activate_var_group,,activate_var_group,Activate Variant Grouping
t001w,plant_details,ARUN_FIX_BATCH,,CHAR,1,C,STRING,assign_batches,,assign_batches,Assign Batches in Supply Assignment (ARun)
t001w,plant_details,OILIVAL,,CHAR,1,C,STRING,exg_valuation,,exg_valuation,Exchange valuation indicator
t001w,plant_details,OIHVTYPE,,CHAR,1,C,STRING,vendor_type,,vendor_type,Vendor type (refinery/mill/other) (Brazil)
t001w,plant_details,OIHCREDIPI,,CHAR,1,C,STRING,cred_ipi,,cred_ipi,IPI credit allowed
t001w,plant_details,STORETYPE,,CHAR,1,C,STRING,store_cat,,store_cat,"Store Category to Differentiate Store, Dep. Store, Shop"
t001w,plant_details,DEP_STORE,,CHAR,4,C,STRING,sup_ds,,sup_ds,Superior Department Store
t002t,language_key_description,SPRAS,X,LANG,1,C,STRING,language_key,@GO@,language_key,Language Key
t002t,language_key_description,SPRSL,X,LANG,1,C,STRING,language,,language_1,Language Key
t002t,language_key_description,SPTXT,,CHAR,16,C,STRING,name,,name,Name of Language
t003,document_types,MANDT,X,CLNT,3,C,STRING,client,@GO@,client,Client
t003,document_types,BLART,X,CHAR,2,C,STRING,document_type,@GO@,document_type,Document type
t003,document_types,NUMKR,,CHAR,2,C,STRING,number_range,,number_range,Number range
t003,document_types,KOARS,,CHAR,5,C,STRING,account_types,,account_types,Account Types Allowed
t003,document_types,STBLA,,CHAR,2,C,STRING,document_type,,document_type_1,Document Type
t003,document_types,XNETB,,CHAR,1,C,STRING,net_document_type,,net_document_type,Indicator: Document posted net ?
t003,document_types,XRVUP,,CHAR,1,C,STRING,sap_bill_doc,,sap_bill_doc,Indicator: Posting from SAP Billing Document?
t003,document_types,XSYBL,,CHAR,1,C,STRING,bi_only,,bi_only,Indicator: Document Type Can Only Be Used in Batch Input
t003,document_types,XVORK,,CHAR,1,C,STRING,indicator_document_type_for_i,,indicator_document_type_for_i,Indicator: Document Type for Initial Account Assignment?
t003,document_types,XKKPR,,CHAR,1,C,STRING,cust_vend_check,,cust_vend_check,Indicator: Only One Customer/Vendor Allowed
t003,document_types,XGSUB,,CHAR,1,C,STRING,inter_company_posting,,inter_company_posting,Inter-Company Posting
t003,document_types,XMGES,,CHAR,1,C,STRING,indicator_trading_partner_can,,indicator_trading_partner_can,Indicator: Trading Partner Can Be Entered Manually
t003,document_types,BRGRU,,CHAR,4,C,STRING,authorization,,authorization,Authorization Group
t003,document_types,RECID,,CHAR,2,C,STRING,debit_rec_indic,@GO@,debit_rec_indic,Debit Recovery Indicator
t003,document_types,RECIC,,CHAR,2,C,STRING,rec_ind_credit,,rec_ind_credit,Recovery Indicator Credit
t003,document_types,XMTXT,,CHAR,1,C,STRING,indicator_document_header_tex,,indicator_document_header_tex,Indicator: Document Header Text
t003,document_types,XMREF,,CHAR,1,C,STRING,indicator_reference_number,,indicator_reference_number,Indicator: Reference Number
t003,document_types,XNGBK,,CHAR,1,C,STRING,for_subseq_adjustmnt,,for_subseq_adjustmnt,Indicator: Document Type for Posting Subsequent Adjustment
t003,document_types,KURST,,CHAR,4,C,STRING,exchange_rate_type_for_determi,@GO@,exchange_rate_type_for_determi,Exchange Rate Type for Determining the Proposed Rate
t003,document_types,XNEGP,,CHAR,1,C,STRING,indicator_negative_postings_p,@GO@,indicator_negative_postings_p,Indicator: Negative Postings Permitted
t003,document_types,XKOAA,,CHAR,1,C,STRING,assets,,assets,Indicator: Are Postings to Assets Permitted?
t003,document_types,XKOAD,,CHAR,1,C,STRING,customer,,customer,Indicator: Are Postings to Customer Permitted?
t003,document_types,XKOAK,,CHAR,1,C,STRING,vendor,,vendor,Indicator: Are Postings to Vendor Permitted?
t003,document_types,XKOAM,,CHAR,1,C,STRING,material,,material,Indicator: Are Postings to Material Account Permitted?
t003,document_types,XKOAS,,CHAR,1,C,STRING,g_l_account,,g_l_account,Indicator: Are Postings to G/L Account Permitted?
t003,document_types,XNMRL,,CHAR,1,C,STRING,official_numbering,,official_numbering,Document Type Relevant for Official Numbering
t003,document_types,XAUSG,,CHAR,1,C,STRING,self_issued_doc,,self_issued_doc,Self-Issued Document
t003,document_types,XDTCH,,CHAR,1,C,STRING,check_date,,check_date,Check Posting Date when Issuing Official Document Number
t003,document_types,BLKLS,,CHAR,1,C,STRING,document_class,,document_class,Document Class
t003,document_types,XROLLUP,,CHAR,1,C,STRING,document_type_rollup,,document_type_rollup,Indicator: Document Type Allowed for Rollup
t003,document_types,XPLAN,,CHAR,1,C,STRING,planning,,planning,Indicator: Document Type Allowed for Planning
t003,document_types,XALLOCACT,,CHAR,1,C,STRING,act_allocation,,act_allocation,Indicator: Document Type Allowed for Actual Allocation
t003,document_types,XALLOCPLAN,,CHAR,1,C,STRING,plan_allocation,,plan_allocation,Indicator: Document Type Allowed for Plan Allocation
t003,document_types,X_PP_PROCESS,,CHAR,1,C,STRING,erd_part_payts,,erd_part_payts,Indicator: Exchange Rate Diffs Partial Payments by Period
t003,document_types,XKURSX,,CHAR,1,C,STRING,md_exchange_rate,,md_exchange_rate,Indicator: Market Data Exchange Rate
t003,document_types,XPOSACC,,CHAR,1,C,STRING,pos_acccounts,,pos_acccounts,Indicator: Allow Posting to Position or Equivalent Accounts
t003,document_types,XUACPA,,CHAR,1,C,STRING,ap_assgmnt_is_unique,,ap_assgmnt_is_unique,Accounting Principle Assignment Is Unique in Document
t003,document_types,XKOASECC,,CHAR,1,C,STRING,secondary_costs,,secondary_costs,Indicator: Are postings to secondary costs permitted?
t003,document_types,XMREF2,,CHAR,1,C,STRING,reference_required,,reference_required,Long Invoice Reference Required
t003t,accounting_document_type_description,MANDT,X,CLNT,3,C,STRING,client,@GO@,client,Client
t003t,accounting_document_type_description,SPRAS,X,LANG,1,C,STRING,language_key,@GO@,language_key,Language Key
t003t,accounting_document_type_description,BLART,X,CHAR,2,C,STRING,document_type,@GO@,document_type,Document type
